,Make,Type,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age
5473,Hyundai,Sonata,Other,Silver,Full,2.0,Gas,Automatic,110000,Qurayyat,43000,6
5479,Honda,City,Gulf Arabic,White,Standard,1.5,Gas,Automatic,36000,Qassim,35000,3
5480,Honda,Accord,Saudi,Black,Semi Full,2.5,Gas,Automatic,63000,Riyadh,82000,4
5481,Jeep,Wrangler,Saudi,Silver,Semi Full,3.0,Gas,Automatic,262000,Dammam,65000,7
5482,Ford,Victoria,Saudi,Golden,Full,4.6,Gas,Automatic,128,Najran,48000,10
5486,Hyundai,Elantra,Saudi,Silver,Standard,2.0,Gas,Automatic,86000,Hail,34000,4
5490,Kia,Cerato,Gulf Arabic,White,Standard,1.6,Gas,Automatic,118000,Riyadh,34000,5
5491,Ford,F150,Saudi,Red,Semi Full,5.0,Gas,Automatic,53000,Dammam,140000,4
5492,Mazda,3,Other,White,Standard,1.6,Gas,Automatic,74000,Jeddah,27000,6
5493,Toyota,Corolla,Saudi,White,Semi Full,1.6,Gas,Automatic,84000,Dammam,42000,6
5494,Chevrolet,Malibu,Saudi,Black,Semi Full,2.5,Gas,Automatic,56500,Qassim,68000,3
5495,Nissan,Sunny,Saudi,White,Standard,1.5,Gas,Automatic,43000,Riyadh,30000,3
5496,Lexus,ES,Saudi,Brown,Full,3.5,Gas,Automatic,230000,Jubail,82000,7
5503,Ford,Explorer,Saudi,Navy,Standard,3.6,Gas,Automatic,209500,Riyadh,56000,7
5504,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,45370,Dammam,49000,3
5508,Hyundai,Azera,Saudi,Black,Standard,3.3,Gas,Automatic,91000,Riyadh,77000,2
5509,Toyota,Avalon,Saudi,White,Full,3.5,Gas,Automatic,100,Arar,185000,0
5510,Mazda,CX9,Saudi,Brown,Full,1.9,Gas,Automatic,274000,Riyadh,66000,6
5512,Toyota,Fortuner,Gulf Arabic,Green,Semi Full,4.0,Gas,Manual,200000,Makkah,36000,11
5513,Hyundai,H1,Saudi,Silver,Full,2.4,Gas,Automatic,74000,Dammam,77000,3
5514,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,112000,Dammam,39500,2
5515,GMC,Acadia,Saudi,White,Standard,3.6,Gas,Automatic,108000,Dammam,60000,5
5517,Hyundai,H1,Saudi,Grey,Semi Full,2.4,Gas,Automatic,155,Riyadh,47000,5
5519,Honda,Accord,Saudi,White,Full,3.5,Gas,Automatic,89000,Riyadh,80000,5
5524,Mitsubishi,Pajero,Other,Silver,Full,3.8,Gas,Automatic,200000,Qassim,39000,7
5525,Toyota,Fortuner,Saudi,Silver,Full,2.7,Gas,Automatic,236000,Riyadh,75000,4
5526,Ford,Mustang,Other,White,Full,5.0,Gas,Manual,111000,Makkah,92999,6
5527,Kia,Carnival,Saudi,White,Semi Full,2.0,Gas,Automatic,160000,Jeddah,60000,5
5528,Ford,Expedition,Saudi,Black,Semi Full,5.4,Gas,Automatic,187000,Al-Ahsa,60000,8
5530,Other,Other,Saudi,Brown,Full,1.0,Gas,Manual,4000,Jeddah,39000,2
5534,Toyota,Hilux,Gulf Arabic,White,Full,2.4,Gas,Manual,230000,Riyadh,61000,7
5535,Toyota,Camry,Gulf Arabic,Brown,Full,1.8,Gas,Manual,370,Tabouk,25000,11
5537,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,87000,Dammam,50000,3
5542,Dodge,Charger,Gulf Arabic,Grey,Standard,3.5,Gas,Automatic,1700,Makkah,110000,0
5548,Nissan,Navara,Saudi,White,Full,2.5,Gas,Automatic,129000,Jeddah,40000,6
5552,Audi,A3,Saudi,Red,Semi Full,2.0,Gas,Automatic,70000,Riyadh,68000,5
5556,GMC,Sierra,Saudi,Red,Semi Full,5.3,Gas,Automatic,205000,Riyadh,98000,5
5558,Nissan,KICKS,Saudi,White,Semi Full,1.6,Gas,Automatic,68000,Riyadh,54000,4
5559,Chevrolet,Impala,Saudi,Navy,Standard,3.6,Gas,Automatic,155000,Riyadh,40000,7
5560,Ford,Mustang,Other,Red,Full,2.3,Gas,Automatic,86000,Jeddah,125000,2
5561,Victory Auto,Van,Saudi,Golden,Full,1.2,Gas,Manual,1500,Hafar Al-Batin,31000,4
5562,Kia,Optima,Saudi,Red,Standard,2.4,Gas,Automatic,100000,Riyadh,37000,6
5564,Toyota,Land Cruiser,Saudi,White,Full,4.6,Gas,Automatic,79000,Riyadh,145000,10
5570,Toyota,Hiace,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,23000,Riyadh,49000,6
5571,Nissan,Altima,Saudi,White,Semi Full,2.5,Gas,Automatic,40000,Riyadh,67000,4
5572,Hyundai,Accent,Saudi,White,Standard,1.6,Gas,Automatic,169700,Dammam,30000,4
5573,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,56000,Dammam,40000,2
5574,Toyota,Hiace,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,200000,Riyadh,47000,6
5575,Toyota,Hiace,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,168000,Riyadh,47000,5
5578,Hyundai,Tucson,Saudi,Grey,Standard,2.0,Gas,Automatic,155000,Dammam,45000,5
5579,Chevrolet,Tahoe,Saudi,Another Color,Standard,5.3,Gas,Automatic,124000,Dammam,120000,5
5583,Hyundai,Santa fe,Saudi,White,Semi Full,3.3,Gas,Automatic,122,Jazan,45000,6
5586,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,59800,Dammam,37000,2
5587,Ford,Taurus,Saudi,Silver,Standard,3.5,Gas,Automatic,61000,Dammam,63000,4
5590,Kia,Optima,Saudi,Silver,Full,2.4,Gas,Automatic,200,Al-Medina,50000,7
5599,Toyota,Corolla,Saudi,White,Standard,1.6,Gas,Automatic,334000,Qassim,36500,8
5600,Toyota,Camry,Gulf Arabic,White,Standard,2.5,Gas,Automatic,116987,Qassim,58000,5
5601,Ford,Expedition,Saudi,Grey,Standard,5.4,Gas,Automatic,147000,Dammam,50000,8
5602,Dodge,Durango,Saudi,Silver,Full,3.6,Gas,Automatic,36500,Taef,130000,1
5603,Mercedes,S,Gulf Arabic,Brown,Semi Full,3.0,Gas,Automatic,131000,Riyadh,95000,9
5605,Toyota,Camry,Saudi,White,Full,2.5,Gas,Automatic,555,Al-Namas,119000,0
5607,Honda,Crosstour,Saudi,White,Full,3.7,Gas,Automatic,240000,Jeddah,38000,9
5609,Toyota,Innova,Saudi,White,Full,2.7,Gas,Automatic,226000,Riyadh,45000,6
5610,Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,16000,Riyadh,128000,1
5611,Mazda,6,Gulf Arabic,Blue,Standard,2.0,Gas,Automatic,82000,Riyadh,51000,6
5612,Chrysler,C300,Saudi,White,Full,5.7,Gas,Automatic,65000,Riyadh,123000,3
5613,Ford,Fusion,Gulf Arabic,Silver,Standard,1.2,Gas,Automatic,81000,Riyadh,46000,5
5614,Honda,Accord,Gulf Arabic,Golden,Semi Full,3.5,Gas,Automatic,75000,Riyadh,66000,5
5615,Chrysler,C300,Saudi,Black,Full,5.7,Gas,Automatic,70000,Riyadh,123000,3
5618,Lexus,ES,Gulf Arabic,Black,Standard,2.5,Gas,Automatic,33000,Riyadh,150000,2
5619,Chevrolet,Tahoe,Saudi,Black,Standard,5.3,Gas,Automatic,40000,Riyadh,145000,2
5622,Toyota,Land Cruiser,Gulf Arabic,White,Full,5.7,Gas,Automatic,316000,Riyadh,145000,7
5624,Chevrolet,Impala,Saudi,White,Standard,3.6,Gas,Automatic,119000,Riyadh,47000,6
5625,Honda,Odyssey,Gulf Arabic,White,Full,3.5,Gas,Automatic,80000,Riyadh,73000,5
5627,GMC,Yukon,Saudi,Black,Full,5.3,Gas,Automatic,1800,Riyadh,185000,1
5628,Ford,Expedition,Saudi,White,Standard,3.5,Gas,Automatic,95000,Riyadh,72000,5
5629,Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,96000,Riyadh,65000,5
5630,Honda,Accord,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,106000,Riyadh,66000,5
5632,Toyota,Innova,Saudi,Grey,Standard,2.7,Gas,Automatic,74000,Riyadh,75000,1
5633,Chevrolet,Impala,Saudi,Silver,Semi Full,3.6,Gas,Automatic,107000,Riyadh,73000,2
5637,Kia,Cerato,Saudi,White,Standard,1.6,Gas,Automatic,50000,Riyadh,29000,5
5638,Ford,Expedition,Saudi,White,Standard,3.5,Gas,Automatic,120000,Riyadh,72000,5
5639,Toyota,Fortuner,Saudi,White,Full,4.0,Gas,Automatic,18000,Riyadh,128000,1
5640,Honda,Accord,Gulf Arabic,Red,Semi Full,3.5,Gas,Automatic,83000,Riyadh,66000,5
5641,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,44000,Riyadh,78000,4
5643,Chevrolet,Cruze,Saudi,White,Standard,1.6,Gas,Automatic,154000,Riyadh,25000,5
5644,Nissan,Bus Urvan,Saudi,White,Standard,2.5,Gas,Manual,104000,Riyadh,66000,4
5645,Renault,Dokker,Saudi,White,Semi Full,1.0,Gas,Manual,155000,Riyadh,20000,5
5646,Nissan,Patrol,Saudi,Grey,Standard,5.7,Gas,Automatic,190000,Riyadh,99000,6
5648,Nissan,Datsun,Saudi,White,Full,2.4,Gas,Manual,68000,Riyadh,48000,5
5649,Ford,Expedition,Saudi,White,Semi Full,3.5,Gas,Automatic,98000,Riyadh,72000,5
5650,Chevrolet,Tahoe,Saudi,White,Semi Full,5.3,Gas,Automatic,197000,Riyadh,105000,5
5652,Nissan,Patrol,Saudi,Black,Semi Full,5.7,Gas,Automatic,93000,Riyadh,145000,4
5653,Honda,Accord,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,68000,Riyadh,66000,5
5654,Mazda,6,Gulf Arabic,White,Standard,2.5,Gas,Automatic,70000,Riyadh,53000,4
5655,Mazda,6,Gulf Arabic,Blue,Standard,2.0,Gas,Automatic,82000,Riyadh,51000,6
5656,Kia,Cerato,Saudi,White,Standard,1.6,Gas,Automatic,47000,Riyadh,29000,5
5657,Lexus,ES,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000,Riyadh,105000,4
5659,Mazda,BT-50,Saudi,White,Standard,2.5,Gas,Automatic,105000,Riyadh,27000,6
5660,Mazda,6,Saudi,White,Standard,2.5,Gas,Automatic,129000,Riyadh,19000,9
5661,Lexus,ES,Gulf Arabic,Golden,Semi Full,3.5,Gas,Automatic,28000,Riyadh,122000,3
5662,Land Rover,Range Rover,Saudi,Grey,Full,3.0,Gas,Automatic,48000,Riyadh,103000,8
5663,Toyota,Camry,Saudi,Brown,Full,3.5,Gas,Automatic,80000,Riyadh,95000,3
5664,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,126000,Riyadh,82000,3
5665,Toyota,Fortuner,Saudi,White,Standard,2.7,Gas,Manual,182000,Dammam,50000,7
5668,Ford,Expedition,Saudi,White,Semi Full,5.5,Gas,Automatic,169000,Riyadh,44000,8
5669,Ford,Mustang,Saudi,Grey,Semi Full,2.3,Gas,Automatic,157000,Riyadh,80000,6
5670,Honda,Accord,Saudi,White,Full,2.5,Gas,Automatic,215,Riyadh,45000,7
5671,Toyota,Fortuner,Saudi,Silver,Full,2.7,Gas,Automatic,182000,Jeddah,68500,8
5672,Honda,Accord,Other,White,Standard,1.4,Gas,Automatic,233000,Dammam,48000,5
5673,Kia,Optima,Gulf Arabic,White,Standard,2.4,Gas,Automatic,71000,Riyadh,45000,6
5674,Mercury,Marquis,Other,Another Color,Semi Full,5.8,Gas,Automatic,500,Qassim,20000,11
5675,Chevrolet,Suburban,Saudi,Brown,Standard,2.8,Gas,Automatic,205000,Riyadh,85000,6
5679,Jeep,Grand Cherokee,Saudi,Black,Full,5.7,Gas,Automatic,226,Aseer,45000,8
5681,Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,300000,Jeddah,42000,8
5682,Ford,Expedition,Saudi,Black,Standard,5.4,Gas,Automatic,170000,Riyadh,40000,7
5685,Mitsubishi,Pajero,Saudi,Red,Full,3.5,Gas,Automatic,54000,Jeddah,73000,4
5691,Ford,Victoria,Saudi,White,Standard,4.6,Gas,Automatic,234000,Taef,22000,15
5692,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,58000,Riyadh,39000,2
5693,Hyundai,Tucson,Saudi,White,Full,2.0,Gas,Automatic,170000,Riyadh,58000,5
5694,Geely,EC7,Saudi,White,Full,1.8,Gas,Automatic,42420,Taef,35000,5
5695,Toyota,Prado,Saudi,White,Semi Full,2.7,Gas,Automatic,160000,Aseer,105000,6
5697,Hyundai,Elantra,Saudi,Silver,Standard,1.6,Gas,Automatic,57000,Riyadh,44000,3
5700,Mazda,3,Gulf Arabic,Grey,Standard,2.0,Gas,Automatic,165000,Dammam,45000,5
5701,Toyota,Corolla,Saudi,White,Semi Full,1.6,Gas,Automatic,43000,Riyadh,54500,3
5703,Toyota,Hilux,Saudi,White,Standard,2.7,Gas,Manual,59000,Jeddah,66000,3
5706,Nissan,Datsun,Saudi,White,Semi Full,2.4,Gas,Manual,87300,Dammam,53500,5
5707,Mitsubishi,Pajero,Gulf Arabic,Black,Full,3.8,Gas,Automatic,5000,Dammam,109000,3
5709,Hyundai,Azera,Saudi,White,Semi Full,3.5,Gas,Automatic,44271,Dammam,95000,2
5711,Ford,Victoria,Other,Black,Full,4.6,Gas,Automatic,150000,Jeddah,25000,10
5712,Hyundai,Sonata,Other,White,Full,1.6,Gas,Automatic,181000,Aseer,27000,8
5713,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,111000,Dammam,79000,8
5714,Toyota,Fortuner,Saudi,White,Semi Full,2.4,Diesel,Automatic,25000,Riyadh,125000,2
5719,Toyota,Avanza,Saudi,White,Semi Full,1.5,Gas,Automatic,41000,Riyadh,45000,3
5720,Chevrolet,Caprice,Saudi,Silver,Standard,6.0,Gas,Automatic,114000,Dammam,79000,8
5721,Kia,Optima,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,220000,Hafar Al-Batin,42000,6
5722,GMC,Yukon,Saudi,Golden,Semi Full,6.2,Gas,Automatic,340000,Abha,62000,11
5724,Toyota,Land Cruiser,Saudi,White,Standard,4.0,Gas,Automatic,29277,Riyadh,180000,1
5726,Geely,X7,Saudi,Black,Full,2.4,Gas,Automatic,65000,Riyadh,45000,4
5727,Volkswagen,Tiguan,Saudi,Grey,Full,2.0,Gas,Automatic,60000,Riyadh,114000,2
5728,Lexus,LX,Gulf Arabic,Black,Full,5.7,Gas,Automatic,151000,Riyadh,156500,6
5730,Chevrolet,Tahoe,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,168000,Riyadh,114500,5
5731,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,15000,Riyadh,105000,1
5733,Volkswagen,Beetle,Other,Black,Semi Full,1.8,Gas,Automatic,89000,Jeddah,54000,6
5734,Dodge,Charger,Saudi,Green,Full,3.6,Gas,Automatic,48000,Dammam,85000,2
5735,Nissan,X-Trail,Saudi,White,Semi Full,2.5,Gas,Automatic,142000,Aseer,46000,5
5736,Cadillac,ATS,Saudi,Black,Full,2.5,Gas,Automatic,88000,Al-Medina,70000,5
5740,Hyundai,Sonata,Saudi,White,Semi Full,2.4,Gas,Automatic,183700,Jeddah,45000,5
5742,Toyota,Innova,Saudi,Silver,Standard,2.7,Gas,Automatic,750,Al-Medina,83000,1
5744,GMC,Acadia,Gulf Arabic,White,Full,3.6,Gas,Automatic,220000,Riyadh,40000,9
5745,Toyota,Hilux,Saudi,White,Semi Full,2.7,Gas,Manual,106737,Jazan,75000,4
5747,Kia,Optima,Saudi,Navy,Semi Full,2.0,Gas,Automatic,359397,Riyadh,35000,6
5749,Isuzu,D-MAX,Saudi,White,Full,3.0,Diesel,Automatic,37000,Qassim,125000,1
5752,Toyota,Camry,Saudi,White,Full,2.5,Hybrid,Automatic,97000,Dammam,90000,2
5755,Hyundai,Sonata,Saudi,Another Color,Standard,2.4,Gas,Automatic,100000,Riyadh,52000,3
5757,Mazda,CX9,Saudi,Black,Full,3.5,Gas,Automatic,195000,Jeddah,46000,7
5759,Honda,Odyssey,Saudi,Bronze,Standard,4.6,Gas,Automatic,200000,Riyadh,22000,11
5761,Jeep,Liberty,Saudi,Black,Full,3.7,Gas,Automatic,128000,Riyadh,25000,9
5767,Kia,Cadenza,Saudi,Brown,Standard,3.3,Gas,Automatic,15000,Riyadh,60000,4
5770,Mazda,CX9,Saudi,Another Color,Full,2.5,Gas,Automatic,33501,Jeddah,127000,2
5776,Hyundai,Coupe,Saudi,Black,Full,3.8,Gas,Automatic,80000,Jeddah,65000,8
5777,Hyundai,Sonata,Saudi,White,Full,2.4,Gas,Automatic,257000,Riyadh,28000,9
5778,Toyota,Fortuner,Saudi,Grey,Standard,1.3,Gas,Automatic,243000,Riyadh,55000,6
5782,Toyota,FJ,Saudi,White,Full,1.0,Gas,Automatic,364000,Hafar Al-Batin,65000,8
5783,Nissan,Altima,Saudi,White,Semi Full,2.5,Gas,Automatic,77000,Jeddah,65000,3
5784,Mercedes,ML,Saudi,Brown,Full,3.5,Gas,Automatic,97000,Al-Medina,99000,8
5786,Hyundai,Accent,Saudi,Silver,Standard,1.4,Gas,Automatic,97300,Dammam,31000,3
5789,Toyota,Avalon,Saudi,White,Semi Full,3.5,Gas,Automatic,167,Riyadh,51000,6
5792,Chevrolet,Tahoe,Saudi,Silver,Semi Full,5.2,Gas,Automatic,201866,Riyadh,57000,8
5795,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,155000,Riyadh,54000,4
5798,Hyundai,Sonata,Other,White,Full,1.6,Diesel,Automatic,78220,Qassim,62000,5
5799,Nissan,Sunny,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,92300,Riyadh,29000,2
5803,Hyundai,Sonata,Saudi,Grey,Semi Full,2.5,Gas,Automatic,44000,Riyadh,88000,1
5804,Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,184000,Riyadh,70000,5
5805,Mitsubishi,Pajero,Saudi,Black,Full,3.8,Gas,Automatic,69000,Dammam,77000,4
5807,Ford,Taurus,Saudi,Silver,Standard,2.0,Gas,Automatic,95000,Dammam,75000,3
5808,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,62500,Dammam,37000,2
5810,Ford,Taurus,Saudi,Silver,Semi Full,2.0,Gas,Automatic,148000,Makkah,58000,5
5812,Toyota,Land Cruiser,Gulf Arabic,White,Full,4.5,Gas,Automatic,213000,Dammam,138000,7
5813,Mitsubishi,Pajero,Saudi,White,Full,3.5,Gas,Automatic,126000,Dammam,64000,5
5814,Hyundai,H1,Saudi,Grey,Standard,2.4,Gas,Automatic,129000,Riyadh,55000,3
5816,Kia,Cerato,Saudi,Grey,Standard,1.6,Gas,Automatic,36000,Riyadh,53000,1
5817,Chrysler,C300,Other,Black,Full,6.0,Gas,Automatic,114000,Riyadh,20000,13
5818,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,130000,Dammam,32000,3
5819,Mazda,CX9,Gulf Arabic,Grey,Full,2.4,Gas,Automatic,138020,Qassim,58000,6
5820,Kia,Cerato,Saudi,Navy,Full,1.6,Gas,Automatic,77500,Jeddah,42000,4
5822,Toyota,Coaster,Saudi,White,Full,3.0,Diesel,Manual,47500,Al-Medina,140000,5
5823,Kia,Cerato,Other,Another Color,Semi Full,1.6,Gas,Automatic,187,Riyadh,25000,7
5824,Toyota,Camry,Saudi,White,Standard,2.4,Gas,Automatic,183000,Dammam,34000,7
5830,MINI,Cooper,Gulf Arabic,Oily,Full,2.0,Gas,Automatic,107000,Dammam,80000,5
5833,Toyota,Land Cruiser,Saudi,White,Full,4.0,Gas,Automatic,92000,Jeddah,165000,6
5834,Toyota,Land Cruiser,Saudi,Black,Full,5.7,Gas,Automatic,178000,Jeddah,155000,7
5835,Toyota,Fortuner,Saudi,White,Standard,2.7,Gas,Automatic,1200,Jeddah,110000,1
5836,Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,86000,Jubail,60000,5
5837,Toyota,Land Cruiser 70,Saudi,Another Color,Semi Full,4.0,Gas,Manual,327193,Riyadh,75000,9
5838,Ford,Taurus,Saudi,Silver,Standard,3.5,Gas,Automatic,369000,Riyadh,37500,10
5839,Hyundai,Elantra,Saudi,White,Semi Full,2.0,Gas,Automatic,126009,Riyadh,40500,4
5840,Hyundai,Tucson,Saudi,White,Full,2.4,Gas,Automatic,147000,Khobar,45000,5
5841,Dodge,Charger,Other,Silver,Full,5.7,Gas,Automatic,180000,Jeddah,35000,7
5843,Chevrolet,Traverse,Saudi,White,Standard,3.6,Gas,Automatic,308400,Riyadh,45000,4
5844,Mazda,BT-50,Saudi,White,Standard,2.5,Gas,Manual,273000,Yanbu,19000,9
5849,Toyota,Hiace,Gulf Arabic,White,Standard,2.7,Gas,Manual,280000,Jazan,50000,6
5857,Mercedes,E,Other,Black,Full,2.2,Diesel,Automatic,127000,Jeddah,85000,6
5858,Dodge,Challenger,Saudi,Grey,Full,6.4,Gas,Automatic,249000,Jeddah,70000,8
5862,Hyundai,Santa fe,Saudi,White,Semi Full,3.3,Gas,Automatic,282000,Riyadh,43000,8
5869,Hyundai,Azera,Saudi,White,Full,3.5,Gas,Automatic,76000,Dammam,78000,3
5870,Nissan,Maxima,Other,Another Color,Semi Full,3.5,Gas,Automatic,34000,Dammam,20000,10
5872,Toyota,Land Cruiser,Saudi,White,Semi Full,6.6,Gas,Manual,109,Al-Baha,120000,9
5874,Volkswagen,CC,Saudi,Brown,Full,2.0,Gas,Automatic,163672,Riyadh,55000,7
5880,GMC,Sierra,Saudi,Another Color,Standard,5.3,Gas,Automatic,329000,Dammam,40000,9
5881,Ford,Explorer,Saudi,Silver,Standard,3.5,Gas,Automatic,150000,Dammam,50000,7
5882,Toyota,Hilux,Saudi,Another Color,Full,2.7,Gas,Automatic,80000,Riyadh,120000,2
5883,Hyundai,Elantra,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,136000,Al-Ahsa,39000,4
5884,Chrysler,C300,Other,Grey,Full,3.6,Gas,Automatic,121000,Qassim,72000,5
5885,Toyota,Hiace,Saudi,White,Standard,2.7,Gas,Manual,350000,Dammam,60000,5
5890,Jaguar,XF,Saudi,Red,Full,2.0,Gas,Automatic,100000,Makkah,65000,6
5891,Ford,Taurus,Saudi,Silver,Semi Full,3.5,Gas,Automatic,337000,Riyadh,25000,11
5892,Ford,Mustang,Other,Black,Full,2.3,Gas,Automatic,19000,Riyadh,160000,1
5893,Ford,Taurus,Saudi,Black,Semi Full,3.0,Gas,Automatic,360000,Riyadh,23000,11
5894,Chevrolet,Cruze,Saudi,Silver,Standard,1.6,Gas,Automatic,119000,Dammam,27500,6
5895,Ford,Expedition,Saudi,Black,Standard,5.4,Gas,Automatic,162000,Dammam,55000,7
5897,Chevrolet,Spark,Saudi,White,Semi Full,1.4,Gas,Automatic,58000,Riyadh,26000,2
5898,Mitsubishi,Pajero,Saudi,White,Semi Full,3.0,Gas,Automatic,360000,Riyadh,24000,9
5903,Changan,Eado,Saudi,Brown,Semi Full,1.5,Gas,Automatic,61760,Riyadh,42000,1
5904,Hyundai,Sonata,Saudi,White,Standard,2.4,Gas,Automatic,92000,Dammam,54000,4
5905,Mercury,Marquis,Other,Silver,Semi Full,4.6,Gas,Automatic,260,Riyadh,22000,12
5906,Toyota,Rav4,Other,Silver,Full,2.7,Gas,Automatic,56625,Al-Ahsa,82500,3
5910,Mercedes,S,Other,Bronze,Full,4.0,Gas,Automatic,315000,Dammam,42000,14
5913,Ford,Edge,Saudi,White,Full,3.5,Gas,Automatic,231000,Riyadh,35000,10
5915,Chevrolet,Malibu,Saudi,Another Color,Semi Full,2.5,Gas,Automatic,250000,Dammam,30000,8
5923,Ford,Fusion,Saudi,Silver,Semi Full,2.5,Gas,Automatic,240000,Jeddah,19500,9
5924,Toyota,Hilux,Gulf Arabic,White,Full,2.7,Gas,Manual,105400,Dammam,62000,6
5925,Ford,Taurus,Saudi,White,Standard,3.5,Gas,Automatic,135000,Dammam,65000,4
5926,Toyota,Innova,Saudi,White,Standard,2.7,Gas,Automatic,250000,Makkah,38500,6
5928,GMC,Yukon,Gulf Arabic,Golden,Semi Full,6.2,Gas,Automatic,335000,Riyadh,32000,11
5930,Mitsubishi,Pajero,Gulf Arabic,White,Full,3.8,Gas,Automatic,200,Al-Medina,60000,5
5933,Toyota,Land Cruiser,Gulf Arabic,Golden,Full,1.0,Gas,Manual,378000,Hail,75000,8
5935,Toyota,Avalon,Saudi,Black,Semi Full,3.5,Gas,Automatic,30000,Riyadh,127000,1
5937,Toyota,Camry,Saudi,White,Standard,2.4,Gas,Automatic,217000,Riyadh,39500,9
5939,Hyundai,H1,Other,White,Standard,2.5,Diesel,Automatic,220000,Jazan,50000,7
5940,Audi,A5,Saudi,Red,Full,2.0,Gas,Automatic,108000,Riyadh,80000,5
5941,Land Rover,Range Rover,Saudi,White,Full,4.0,Gas,Automatic,220000,Dammam,30000,15
5942,Toyota,Prado,Saudi,White,Semi Full,4.0,Gas,Automatic,89000,Dammam,118000,4
5943,Kia,Sorento,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,79260,Dammam,70000,4
5944,Hyundai,Elantra,Saudi,White,Standard,2.0,Gas,Automatic,120000,Dammam,53000,1
5945,Hyundai,Elantra,Saudi,White,Standard,2.0,Gas,Automatic,102000,Dammam,53000,1
5946,Mazda,6,Saudi,Brown,Standard,2.5,Gas,Automatic,267000,Dammam,50000,5
5947,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,100000,Dammam,44000,4
5949,Ford,Taurus,Other,Another Color,Semi Full,3.5,Gas,Automatic,120000,Dammam,65000,6
5950,Toyota,Camry,Saudi,Grey,Standard,2.5,Gas,Automatic,180000,Dammam,58000,4
5951,Toyota,Hilux,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,246000,Dammam,57000,6
5952,Hyundai,Elantra,Saudi,White,Standard,2.0,Gas,Automatic,116000,Dammam,48000,3
5953,Toyota,Corolla,Saudi,Silver,Standard,1.6,Gas,Automatic,110000,Dammam,45000,4
5954,Ford,Ranger,Saudi,White,Semi Full,2.0,Gas,Manual,219000,Dammam,45000,6
5955,Kia,Optima,Saudi,White,Semi Full,2.0,Gas,Automatic,241000,Dammam,35000,7
5956,Nissan,Sunny,Saudi,White,Standard,1.5,Gas,Automatic,68000,Dammam,33000,2
5957,Nissan,Sunny,Saudi,Brown,Standard,1.5,Gas,Automatic,60700,Dammam,33000,2
5958,Chevrolet,Colorado,Saudi,White,Standard,1.4,Gas,Manual,196000,Dammam,28000,8
5959,Chevrolet,Colorado,Saudi,White,Standard,2.0,Gas,Manual,196000,Dammam,28000,8
5960,Hyundai,Accent,Saudi,White,Standard,1.4,Gas,Automatic,178000,Dammam,25000,5
5961,Toyota,Yaris,Saudi,White,Standard,1.5,Gas,Automatic,54000,Qassim,35000,2
5962,Ford,F150,Gulf Arabic,White,Semi Full,5.0,Gas,Automatic,115000,Qassim,93000,5
5963,Mercedes,GL,Saudi,White,Full,5.0,Gas,Automatic,178000,Riyadh,145000,6
5964,Genesis,Coupe,Saudi,White,Full,3.8,Gas,Automatic,89000,Dammam,65000,7
5966,Nissan,X-Trail,Saudi,Blue,Standard,2.5,Gas,Automatic,23936,Riyadh,72000,3
5968,Mercedes,C,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,85000,Qassim,119000,6
5971,Hyundai,Sonata,Saudi,Another Color,Full,2.4,Gas,Automatic,136000,Riyadh,42500,5
